Timestamp,Name,Symbol,RealTimePrice,MarketCap,Volume,PercentChange24h,CirculatingSupply,High24h,Low24h,AllTimeHigh,AllTimeLow
2024-01-09 17:55:39,Cardano,ada,0.522826,18351316852.0,627861841.0,2.98353,35062455754.9956,0.542339,0.505916,3.09,0.01925275
2024-01-09 17:55:41,Polkadot,dot,7.31,9622789558.0,263721181.0,1.98594,1316859158.52425,7.51,7.15,54.98,2.7
2024-01-09 17:55:44,Bitcoin Cash,bch,250.58,4922090813.0,244728407.0,5.07524,19608906.1466508,256.29,237.19,3785.82,76.93
2024-01-09 17:56:45,LEO Token,leo,4.04,3750989220.0,1531171.0,1.00551,927992177.9,4.08,3.94,8.14,0.799859
2024-01-09 17:56:48,Bitcoin,btc,46724.0,915856964628.0,37662717069.0,4.02778,19593731.0,47193.0,44737.0,69045.0,67.81
2024-01-09 17:56:49,Ethereum,eth,2298.67,276661084306.0,21705834645.0,1.86794,120183956.666439,2360.39,2252.87,4878.26,0.432979
2024-01-09 17:56:51,BNB,bnb,304.55,46912256382.0,1236644087.0,1.92879,153856150.0,308.59,298.11,686.31,0.0398177
2024-01-09 17:56:52,XRP,xrp,0.567925,30777101537.0,1171786581.0,0.55445,54210437480.0,0.581288,0.563284,3.4,0.00268621
2024-01-09 17:57:53,Chainlink,link,13.84,7875107506.0,502599854.0,1.51305,568099971.308341,14.41,13.55,52.7,0.148183
2024-01-09 17:57:55,Dogecoin,doge,0.079103,11282825312.0,566558742.0,0.6325,142581496383.705,0.081798,0.078346,0.731578,8.69e-05
2024-01-09 17:57:56,USDC,usdc,1.0,25301123726.0,10336720267.0,0.02185,25320068906.1924,1.006,0.996105,1.17,0.877647
2024-01-09 17:57:57,Wrapped Bitcoin,wbtc,46758.0,7394110663.0,390126064.0,4.34384,158168.98879455,47091.0,44738.0,70643.0,3139.17
2024-01-09 17:57:58,Uniswap,uni,5.99,4512895235.0,214530261.0,-1.50596,753766667.0,6.26,5.96,44.92,1.03
2024-01-09 17:59:00,NEM,xem,0.03373049,306517654.0,4972837.0,2.4981,8999999999.0,0.03488279,0.03273971,1.87,8.482e-05
2024-01-09 17:59:01,Cosmos Hub,atom,9.9,3789654385.0,231203847.0,3.84761,382129656.238998,10.01,9.52,44.45,1.16
2024-01-09 17:59:03,VeChain,vet,0.03007267,2188379389.0,83685332.0,-0.0669,72714516834.0,0.03210619,0.0300244,0.280991,0.00191713
2024-01-09 17:59:05,Maker,mkr,1822.87,1674220767.0,157892472.0,1.88456,920112.336426501,1940.34,1731.65,6292.31,168.36
2024-01-09 17:59:08,Cronos,cro,0.088859,2355393305.0,14468994.0,-0.00764,26468609415.7046,0.092903,0.088414,0.965407,0.0121196
2024-01-09 18:00:10,Bitcoin SV,bsv,88.89,1748654773.0,152664954.0,16.96965,19602131.25,96.89,75.45,489.75,21.43
2024-01-09 18:01:12,Cardano,ada,0.522396,18351316852.0,627677506.0,3.25748,35062455754.9956,0.542339,0.505916,3.09,0.01925275
2024-01-09 18:01:14,Polkadot,dot,7.32,9622789558.0,261712424.0,2.27218,1316859158.52425,7.51,7.15,54.98,2.7
2024-01-09 18:01:16,Bitcoin Cash,bch,250.08,4922090813.0,273858519.0,4.86842,19608906.1466508,256.29,237.19,3785.82,76.93
2024-01-09 18:01:17,Stellar,xlm,0.117148,3315601528.0,84989706.0,0.55337,28273131149.454,0.120171,0.116468,0.875563,0.00047612
2024-01-09 18:01:19,Chainlink,link,13.84,7863051937.0,501527215.0,1.67923,568099971.308341,14.41,13.55,52.7,0.148183
2024-01-09 18:02:22,Bitcoin,btc,46694.0,914872059368.0,33645633490.0,4.28648,19593737.0,47193.0,44737.0,69045.0,67.81
2024-01-09 18:02:23,Ethereum,eth,2297.1,276126989798.0,21723439271.0,1.79758,120183956.666439,2360.39,2252.87,4878.26,0.432979
2024-01-09 18:02:25,BNB,bnb,304.3,46826797111.0,1371757292.0,1.33916,153856150.0,308.59,298.11,686.31,0.0398177
2024-01-09 18:03:27,Cosmos Hub,atom,9.89,3782257547.0,231090210.0,3.84205,382129656.238998,10.01,9.52,44.45,1.16
2024-01-09 18:03:29,VeChain,vet,0.03005005,2188379389.0,82917896.0,0.08255,72714516834.0,0.03210619,0.0300244,0.280991,0.00191713
2024-01-09 18:03:31,Maker,mkr,1823.28,1677620975.0,158442263.0,1.92622,920112.336426501,1940.34,1731.65,6292.31,168.36
2024-01-09 18:04:33,Aave,aave,95.27,1402731850.0,152064904.0,-0.68679,14704182.1864333,99.73,95.1,661.69,26.02
2024-01-09 18:04:35,Bitcoin SV,bsv,89.13,1741300763.0,178929316.0,17.69285,19602131.25,96.89,75.45,489.75,21.43
2024-01-09 18:04:36,EOS,eos,0.716106,813363839.0,117419188.0,0.30545,1134701974.4421,0.740856,0.711515,22.71,0.5024
